,Temperature,Humidity,Device_Usage,Signal_Strength,Anomaly
49,19.621361388138176,38.49933842110475,62,4,0
50,39.239615694113965,34.373305709475986,68,3,0
51,34.37832058402786,53.8127788291223,85,1,1
52,38.48747353910473,38.79736292473251,79,2,0
53,37.37068376069122,40.12231654280751,40,3,0
54,29.94749947027713,65.972924443219,73,5,1
55,38.04685587557792,87.79761321899245,23,1,1
56,17.212312551297988,62.254604039156256,81,4,0
57,19.89957156047863,25.388562694547637,48,4,0
58,16.13068222276345,25.290852969784687,17,5,0
59,23.133258269081608,86.59962545918961,6,5,0
60,24.71693224223705,40.810355321513356,3,4,0
61,21.783725794347397,26.44468902577328,89,1,0
62,35.718437728798236,61.93312110052671,68,3,0
63,23.918833167339734,63.655414480318626,59,5,0
64,22.023362742184517,65.39533740830817,54,5,0
65,28.567402078956214,38.71814195002789,15,5,0
66,18.523105624369066,21.057747895013254,98,2,0
67,35.054924518850996,87.55107586181303,89,1,0
68,16.863766091994272,37.562513198377175,81,1,0
69,39.672173415012935,67.32184016367833,28,1,0
70,34.306119232416435,69.46409089150967,22,1,0
71,19.96789203835431,62.700519195564,13,1,0
72,15.13805292809006,41.903517594955375,78,4,0
73,35.386535711370854,38.97673776348461,48,5,0
74,32.671433596190425,61.836779789189215,32,4,0
75,33.22517920102469,80.6266943528184,24,2,0
76,34.281758667148644,86.27136102463768,20,3,0
77,16.85111629335226,27.413406308263035,16,5,0
78,23.961643213606813,30.83800288184039,22,2,0
79,17.896726488128245,86.13153811481557,56,4,0
80,36.57758564688984,71.55746598343548,80,3,1
81,30.58245317068895,81.80956773808411,57,2,0
82,23.27245062131623,34.18428438947402,13,3,0
83,16.588958757150593,61.13101097765813,92,2,0
84,22.774558042891556,69.07977160922316,19,4,0
85,23.12958305066868,67.60783198128809,29,3,0
86,33.2401544584516,48.57061836066887,18,2,0
87,30.93893678388033,21.077642418391594,52,4,0
88,37.18031856440817,60.80482397629842,55,5,0
89,26.805373129048732,37.71710774257261,76,4,0
90,17.98985614845754,51.51779723000232,81,4,1
91,32.83111968057487,87.03067105586722,22,5,0
92,34.019626215422434,47.93247223497043,61,4,0
93,29.031929939237408,78.78611246650988,32,5,0
94,34.27417949886403,33.19784240244758,17,5,0
95,27.344889909109767,67.07223486175201,72,5,0
96,28.06832073454985,88.39048681072605,32,2,0
97,25.68852545896374,27.132517061105574,31,3,0
98,15.63547816860238,20.58239595590344,60,2,0
99,17.69728567483261,50.350795484283005,53,5,0
100,15.785729642168356,26.483783813595704,16,3,0
101,30.91026028159451,72.3869044773362,18,3,0
102,22.858899526908168,84.01840646939912,90,5,0
103,27.71426727911757,50.38146808961312,69,3,1
104,37.689161848152324,38.10981495088087,98,3,0
105,21.232305728721872,50.40823233046268,100,2,0
106,25.259573075890742,70.64134724950007,33,3,0
107,33.888778463576216,20.63379131062597,83,5,0
108,20.71995413729056,61.2617792639288,24,1,0
109,16.924497745719826,62.930417942116534,67,1,0
110,22.2437863228442,64.63817728271549,73,1,1
111,19.03053218135011,36.941545598661406,73,5,0
112,38.242441308564324,69.98369063646888,87,1,0
113,35.20300948911043,26.39740404322435,84,2,0
114,30.835093912760584,33.94892355267606,10,5,0
115,36.786514754692945,81.42290326581374,90,5,0
116,35.09180192247786,71.71062055085964,15,5,0
117,19.664251472150895,20.96218878079417,89,3,0
118,37.313974962249446,37.386338225886014,60,3,0
119,28.48355604789127,35.00845380952152,93,3,1
120,35.18600387910156,38.956442962588085,79,4,0
121,37.40228249808733,37.32918391959205,6,2,1
122,22.950086874296595,24.3768407019992,15,5,0
123,17.75129811319192,52.12583616177742,98,5,0
124,20.698379063548543,71.29134323503156,15,3,0
125,25.677694715656408,62.47122073022055,39,5,0
126,35.45036914806233,67.10101680186558,11,5,0
127,36.51826458140859,25.680442497536742,34,1,0
128,15.173803263279767,86.60434971237511,20,5,0
129,27.768682564439143,78.69442836901175,49,4,0
130,25.435275078719474,76.35632229469638,42,3,0
131,20.552695261768257,77.60886635292373,99,2,0
132,17.99663418334207,85.2897355692933,16,2,0
133,23.4403792850907,58.09777762795884,31,1,0
134,38.572742597812976,34.019741250733816,40,2,0
135,23.080073300518883,63.17485254967788,5,2,0
136,27.969765543584153,72.00170455675573,87,3,0
137,32.57547397237944,71.65421753478178,26,3,0
138,24.09074005948235,56.50143169168161,19,4,0
139,39.29455206802402,24.792110353350463,24,1,0
140,39.06118237355278,45.97790569010895,65,2,1
141,21.294557395634104,84.45366259243501,8,4,1
142,27.431212647309636,60.91142368301982,91,1,0
143,22.521957745419243,57.68323602789994,52,2,1
144,22.12101235943669,38.81974600675355,60,2,0
145,15.92217368386332,45.79142439416052,37,3,0
146,30.23910834949742,82.67422624072185,2,5,0
147,27.56697558072154,66.6524133268785,83,1,0
148,16.286968781249733,75.11709187266331,69,2,0
149,21.966161605915286,51.80417961473586,96,1,0
150,37.70664714916634,64.11730536193105,54,4,1
151,20.989047266674312,37.386852612024526,0,4,0
152,18.622371802280576,69.38225811984404,100,5,0
153,27.236319006939077,49.93209335923361,69,2,0
154,39.641261352765014,50.97818603703219,44,3,0
155,21.05138178778751,65.4525627203817,97,2,0
156,31.803388685146963,85.53964350282486,46,1,0
157,34.04049038321794,24.480444262603463,78,4,1
158,20.940938599809993,77.73202661429053,25,1,0
159,33.205408715296485,40.46681772885351,13,5,0
160,24.194578317981332,51.07436181544645,53,4,0
161,30.807645764839485,21.53393301425063,70,3,0
162,30.838242769022365,41.073225448401914,45,4,1
163,28.394367101868962,55.18418698410913,30,2,0
164,17.257244251360206,23.93232541432073,87,2,0
165,35.88256238973095,54.37670105682156,58,4,0
166,23.019501624293397,84.89774402008992,94,5,0
167,19.662962759996354,27.377525267546368,28,2,0
168,16.0193785388691,73.5108509652853,95,2,0
169,29.772323579706047,48.67697373631948,16,3,0
170,31.93910904605706,65.86216001670365,13,4,0
171,15.414695723196404,38.21656185896606,35,2,0
172,27.802326457482025,31.16445837789508,57,5,0
173,20.66239437994845,31.232382998985848,23,1,0
174,31.129319760236246,24.934436195020126,62,4,0
175,19.359160725124788,32.99526934308701,90,3,1
176,32.27344345256165,66.49535694922778,24,2,0
177,24.668383657513434,81.71834282904555,58,5,0
178,38.418249718418366,76.98879799138132,31,4,0
179,18.43802360364983,67.95940169121388,81,5,0
180,23.52665877625646,27.730230438777188,17,5,0
181,17.83683803101473,40.24312124071649,36,3,0
182,38.11734045696407,41.68648127257283,25,4,0
183,36.93348383452452,37.49698624783349,8,2,0
184,21.44854069287889,56.05039617968062,98,3,0
185,31.499601150854478,57.48876704157708,63,2,1
186,35.4305550050304,44.982018261977714,71,1,0
187,28.880020289986557,44.76524111155052,19,5,0
188,28.24126445890016,77.9988918534257,53,1,1
189,21.046307272511292,75.250499382378,85,5,0
190,17.32756919514748,41.54570821765219,82,3,0
191,37.43039394883317,83.96519107112815,29,2,0
192,37.51045142908326,86.69705119017543,52,2,0
193,30.827536431831696,42.87197794210286,91,3,0
194,23.475744776217518,44.80974641551384,98,4,0
195,23.73023936531652,55.394390739537116,62,1,0
196,33.14889197175599,85.87845687735715,10,1,0
197,37.42775649881443,81.34236031996181,30,2,0
198,37.177160606627936,27.179757380851285,48,2,0
199,34.496888646440595,47.49115202899914,99,2,0
200,31.050791153857194,58.73598328248403,93,3,0
201,17.103499124876222,55.2192730786078,86,4,0
202,19.040717852365344,33.57041475558249,18,1,0
203,37.463854713176985,80.11717398177083,11,5,0
204,30.160726491489747,67.3858548097786,14,3,0
205,15.229926290415742,78.65358623962625,30,1,0
206,17.536788571650803,80.11349955446306,42,4,0
207,31.587544227701397,72.38490975660179,100,3,0
208,15.126539596155467,50.74474208748021,36,1,0
209,19.020201285437466,62.73827285107972,78,3,0
210,28.718344734164653,31.225578428382022,28,1,0
211,32.297379942317335,67.15517922324354,25,1,0
212,31.299031487565014,32.54772790174965,1,4,0
213,20.606732736513994,68.57647133571098,83,5,0
214,32.8044805336884,36.07187125277781,14,4,0
215,20.931227187420003,28.228591010515398,3,1,0
216,23.134992453981695,31.56991431000702,85,3,1
217,33.662285127950604,20.13944946533492,49,4,0
218,31.240822476180366,70.31177324974712,37,5,0
219,36.23058526235445,71.26807343408655,22,1,0
220,31.440322307508584,56.04533449392816,58,4,0
221,29.20771508338679,31.29539607387686,89,4,0
222,17.341869195702312,25.848803625748282,74,4,0
223,24.19289507648584,21.33902765061009,27,4,0
224,21.630059192043134,31.60237238756545,65,3,0
225,21.09974108447709,82.35988744882027,7,5,0
226,39.325263868811135,36.907578919117725,28,5,0
227,24.82744311666901,44.7989929052051,10,1,1
228,37.30116387942783,27.374183913693322,100,2,0
229,30.778465649931572,35.56529133237192,17,3,1
230,34.870282588541215,56.34571995461436,54,1,0
231,27.5659273276298,62.542687816695675,49,1,1
232,29.422597115658977,37.17466199163478,13,4,0
233,27.312942345471598,24.041251145758203,73,2,0
234,19.881074694951113,47.37230083891791,98,2,0
235,33.06130288153763,36.39423596484339,8,3,1
236,22.019309061021396,35.368774626086136,98,2,0
237,15.607899160786346,87.19039618994186,10,1,0
238,31.136807397679195,63.14103401480068,62,2,1
239,19.427766985176223,58.98149102204671,75,2,0
240,38.51146460882286,49.104257246632535,66,5,0
241,38.84821442506468,50.0261033401101,52,1,1
242,37.871609755511216,57.863350268665656,38,2,0
243,24.25396750638611,68.75008649252752,77,2,0
244,15.386415413221686,69.15022673272806,55,4,0
245,38.20796406469313,32.01857353938147,27,2,0
246,25.704603707932858,55.00789264536389,74,2,0
247,39.16637047609174,48.837066652387136,38,5,1
248,39.09049942723132,80.93688763885689,24,1,0
249,36.325236386684,64.19932448528635,20,3,0
250,22.36122230173964,57.275284649118724,9,1,0
251,24.62744321504813,28.077624952524218,42,4,0
252,36.27841678792142,62.3946522526388,14,1,0
253,22.923050128906944,28.20427339761634,82,2,0
254,19.237318667152312,43.60446028960264,47,4,0
255,28.920031561458753,29.99893753700323,85,1,0
256,38.40386935401952,68.44515529170582,20,4,0
257,32.400744916874324,34.43764796853068,59,3,0
258,29.251529252234125,47.43015612316182,95,1,0
259,17.429412344269213,82.6972344333145,49,2,0
260,30.375180667479242,34.30214683792792,22,4,0
261,39.75134625260658,55.54635447711454,12,5,0
262,18.5021003809131,49.349016281621545,68,4,0
263,27.958241309093417,21.26868287320108,3,5,0
264,36.93432679819888,75.4930679500969,91,2,0
265,33.51921544385511,24.83321344202198,77,3,0
266,32.4253935248817,53.19785146838675,71,5,0
267,32.56210209967773,59.2474806457265,8,3,0
268,23.98727878049388,63.989851963021096,34,4,0
269,22.339796106612333,68.20421405155129,100,2,0
270,35.23402888696284,37.72906684659006,20,5,0
271,35.25283486697952,20.698514366091455,57,4,0
272,36.67680796450259,70.64105636484385,17,1,1
273,37.83101381391178,57.495961954330504,96,4,0
274,27.783559971523445,78.52823922450742,71,3,1
275,27.53790736717999,77.4971854030486,80,2,0
276,34.95737947416938,79.03283174515182,42,2,0
277,31.24909826944413,53.95662619856781,94,4,0
278,32.54917193144259,43.3539877085806,97,1,0
279,34.89481673590252,75.40907418139591,5,3,0
280,37.250133545439155,51.590587912047845,85,4,0
281,23.449878921288395,32.840953748240416,77,4,0
282,24.389573815998602,79.8481813693032,66,2,0
283,17.349548496021725,81.77919137406431,11,3,0
284,29.45700352490435,52.64168292981191,99,1,0
285,15.898556844918552,25.29898091168512,11,2,0
286,26.639950453311506,47.14782629418519,65,4,0
287,28.566115867689415,76.24763616238224,1,2,1
288,22.163531303207108,83.124181998236,14,2,0
289,29.770831514225268,34.24309197483171,22,5,0
290,15.762506248476235,24.688152841769007,28,2,0
291,15.933704718730361,81.41453171929871,80,2,1
292,35.56501401649146,47.25834572852127,95,3,0
293,24.00476603528157,57.92326749872943,6,2,0
294,18.17651281629712,87.76460684355312,93,1,0
295,28.05608150137011,24.6595309539956,27,4,0
296,34.24983882746527,65.38226052164669,13,3,0
297,20.395525687421078,25.187379580240695,43,2,0
298,30.57226189547501,46.28282499265502,29,1,1
299,17.1336866248442,76.26701816354128,80,4,0
300,16.292043029215193,50.34305629289441,31,3,0
301,28.283865789203702,89.80276477320653,69,1,0
302,28.515878040252662,59.134149946262156,87,2,0
303,30.935747537455164,42.48135068451674,5,5,0
304,33.15228334306654,35.40779281333272,26,5,0
305,39.396301986563365,44.53643740003133,81,3,0
306,27.907508707529885,46.07732916316856,87,1,0
307,23.073911823531148,24.809957440677266,100,4,0
308,34.87965486921759,45.87019395987412,23,1,0
309,21.770806281551856,52.49669638174574,33,5,0
310,25.9742855176409,70.59164265671632,39,3,0
311,16.961409533556647,65.97106393051256,46,2,1
312,15.633768585386438,69.6135958660408,78,1,0
313,39.06621036694813,20.585457731379996,74,5,0
314,35.89950301280514,35.23671797063752,85,4,1
315,32.39935515234245,66.31790018798995,23,3,0
316,25.223823610356746,53.8792557725823,64,2,1
317,19.332358001771144,20.371943296784217,17,1,0
318,18.91092606677715,76.31462497022756,43,4,0
319,21.256072454114882,74.09667013032362,75,2,0
320,28.730666617653014,58.38934140954939,56,5,1
321,32.86489806750156,24.65243280433905,27,5,0
322,31.504934417943282,73.65605346728093,70,4,1
323,21.99834742364857,60.859951141195474,22,5,0
324,38.87163201657985,74.73719840105714,84,3,0
325,33.44742291739421,72.62228946770884,33,4,0
326,28.858851312785017,76.21014503704859,10,5,0
327,30.293018655858805,56.26056464832374,85,1,1
328,25.490001560694747,29.82271627354605,34,5,1
329,21.193274737528938,66.98102313657822,92,3,0
330,23.89931696628154,63.43316495363794,41,2,0
331,33.94615276160923,71.9577231039361,27,2,0
332,15.359837215743896,31.89167042355147,81,5,0
333,17.901816012672906,33.648263993020244,77,2,0
334,16.15006605054382,82.32866620535299,81,5,0
335,16.018220057974254,72.49844589164496,91,3,0
336,36.38651460027518,83.57599420902261,23,2,0
337,32.591446484500594,73.11007248147445,7,1,0
338,26.85434572718313,61.80087141932113,52,5,0
339,17.445854016275035,65.78929159195116,71,2,0
340,27.29039687792081,82.2389546758007,3,3,0
341,26.836794269514144,60.51647281583584,90,3,0
342,19.33004674775038,64.26739270298711,99,1,0
343,25.846291230949326,30.95337012025204,4,3,0
344,24.962618359934336,53.17448540812719,96,3,0
345,30.39625245130541,70.14779783706692,48,2,0
346,30.877341271691094,38.96598888214558,97,5,1
347,16.132600244301113,34.157792636717446,29,4,0
348,24.36531536566178,41.967876575709084,71,3,0
349,30.646497892855912,36.90504395949834,62,3,0
350,27.578406464502194,35.04388459254771,46,4,0
351,36.41224602970806,49.739559000766086,25,3,0
352,31.467340790473624,83.5486959718474,56,2,0
353,19.073360677035744,55.49417527171028,36,2,0
354,16.764218685010746,33.15442665707261,97,4,0
355,31.06048195515789,25.388016856661185,6,3,0
356,15.662782763540545,68.73093015965478,39,3,0
357,29.64438953183658,46.79591351054715,91,5,0
358,38.50575603562394,77.52816626097515,38,3,1
359,29.386854446896976,66.16575380485392,61,2,0
360,24.70424815516305,75.73690153789579,91,1,0
361,31.08220546105883,39.03622275929141,77,1,0
362,26.456322262287916,68.46512457227408,52,1,1
363,28.640419732898373,38.48433892856032,3,1,0
364,38.53662021941313,85.7347935615204,81,3,0
365,24.652565945019354,64.5461997073362,24,3,0
366,39.029764095597855,42.71582601227395,6,5,0
367,37.63376604890159,38.865830360459086,27,3,0
368,19.89477836973241,33.36486095501505,68,1,0
369,16.734032521879136,68.62486712256094,66,4,0
370,17.519450034435668,35.31009290985491,94,4,0
371,15.455545641288744,61.67122861492423,19,2,0
372,17.36107401889821,38.52445188477502,82,2,0
373,32.07516933540892,66.3378261355708,10,3,0
374,16.779716211505725,77.04578099783774,66,4,0
375,22.974390757344032,74.46176702012572,86,1,0
376,36.12188277423637,73.25959316515471,6,1,0
377,15.581798393395646,33.140568398457646,22,1,0
378,35.36171206472339,26.18694628891631,60,3,0
379,22.046369369334997,68.92641799411699,70,3,0
380,17.954120690541405,45.78430496560459,33,5,0
381,32.41842913410377,50.26423584823431,18,1,0
382,30.7235711694971,22.180436495537375,57,1,0
383,36.936800338176326,38.170351449253445,8,3,0
384,33.37677609509714,22.35734827121248,47,3,0
385,35.08702325962122,81.54300408208734,81,5,0
386,22.050864314282663,37.03776782529714,40,5,0
387,19.43598859449307,59.01360187011056,47,2,0
388,33.76536879102146,22.728552446279128,44,4,1
389,35.1708684816816,66.67931739139607,24,1,0
390,39.76262855001683,42.61191420278657,77,1,0
391,25.315441922785663,82.8543430870366,24,5,0
392,24.30045214481958,82.1682732253825,18,5,0
393,34.41032401854992,42.77034328532234,38,2,1
394,23.520088506325447,83.06726269833275,78,4,0
395,38.26893314008912,89.73103714491452,79,2,0
396,36.4603187960753,77.77909648867637,26,4,0
397,25.72485068437546,79.14099434286604,73,1,0
398,33.771776694787434,37.430611527636295,62,2,0
399,33.86357185211706,60.36916792004294,67,5,1
400,17.578096720898316,24.707913977715748,18,2,0
401,37.56382266698917,26.64425557751688,27,2,0
402,27.63130931119643,89.92248284233034,84,1,0
403,35.66143665269354,42.86474745981377,77,5,0
404,23.00124002576529,72.37287384341926,32,5,1
405,37.388080712405014,76.46655371187715,9,3,0
406,24.73004196835408,80.06162897050604,82,3,0
407,15.270941287007458,89.83398081815096,29,3,0
408,37.63454941048159,36.90475396798075,21,1,0
409,17.28216691965334,22.82455788017898,2,2,0
410,22.982840939760372,48.78340625962102,100,5,0
411,38.751549176270125,29.105646888026286,81,5,0
412,38.7651786734389,21.569812241343858,74,2,0
413,29.335947203082153,45.229877899904025,47,5,0
414,30.795930304244983,74.86167757526655,1,2,0
415,26.211138049457993,59.63264838575496,75,1,0
416,22.330269292451614,41.894459244724786,53,1,0
417,23.2166136342479,65.80394038449037,5,1,0
418,31.81296140192596,36.24127262161675,39,2,0
419,33.809363235942,21.00670122504595,92,2,0
420,34.78947609314621,73.50473705054992,93,4,0
421,34.740453569863845,63.662015940480636,1,5,0
422,17.280152576217258,73.3611837150672,72,5,0
423,27.360507617564537,22.725661168136593,1,4,1
424,16.438969000416108,78.59837394814565,92,4,0
425,28.73822205809339,63.36683400254123,96,1,0
426,26.038262534334425,59.43767454988481,73,4,1
427,37.19260456895749,63.72298336801721,97,2,0
428,23.77287531380197,80.51032728078549,54,3,0
429,17.926675410690148,61.08555545912349,71,2,1
430,18.574792051320898,60.66652659217255,100,4,0
431,34.03776579293681,89.3475409946036,59,5,0
432,30.455451582906527,72.97111169479976,96,2,1
433,17.528066903069757,50.96056638157947,5,5,0
434,17.102670152874936,69.51779000230493,18,2,1
435,32.524228286478,47.2461330184252,95,5,0
436,16.819075159104838,36.021282373844926,26,2,0
437,35.546501482258904,61.77963138214316,0,5,0
438,32.65605567891241,84.9727468679766,32,3,1
439,17.033719516047494,85.03976640108239,39,1,0
440,17.120942852129797,43.933369467384324,31,2,0
441,39.66598946252938,56.93742263551865,68,3,0
442,24.356769893903007,34.81451289989028,16,1,0
443,24.26605367667227,89.69417766492184,7,2,0
444,35.31998918143756,88.6782535507555,56,3,1
445,38.68121443459647,65.46562507952132,41,3,0
446,39.650026595571774,76.30898417742313,97,3,0
447,33.83445463147354,70.05701128985899,8,4,0
448,24.406489638272895,61.52107533276278,86,5,0
449,17.08751791746672,23.73435978922284,34,1,0
450,34.42867289818592,51.833503978686274,70,5,0
451,28.960106243395124,67.23504115171875,78,5,0
452,25.605550231174405,67.42721297185793,52,5,0
453,37.6588596273684,46.11858328956685,53,3,0
454,17.779937057653783,85.91843906606213,83,5,0
455,27.31562760727148,31.714992256574668,24,4,0
456,15.283841119185476,55.02516123508924,66,2,0
457,26.716516049853155,68.36187835855759,61,3,0
458,16.407581892045933,68.79950641242664,54,1,0
459,17.9704479067018,65.40472697381709,45,2,0
460,17.93815616942762,39.270174941630216,23,2,0
461,31.230257552901588,30.934459808063536,97,2,0
462,33.65112198163558,64.51582287786977,45,5,0
463,29.58421912742899,61.95114812976064,21,5,0
464,39.05431371186354,32.55492072024687,10,3,0
465,24.3717644880926,69.35974018993943,47,5,0
466,22.142802157046518,51.862039421355945,7,5,0
467,36.71497820473651,66.7432414122207,38,5,0
468,20.589895962986315,78.61569558391055,34,3,0
469,39.08056348601528,31.88099000038462,48,3,0
470,15.30386186724541,21.340140759778567,45,4,1
471,39.246970667690974,74.53718104770508,37,4,1
472,16.0789977987644,62.67881976068311,7,4,0
473,37.27857784245178,68.97476987354852,53,4,0
474,28.192527727157497,78.67084824920498,36,2,0
475,39.82411990298251,76.19676543771504,90,2,0
476,16.84491411838497,87.26441028501773,91,4,0
477,28.84635711003302,57.51545551964828,39,4,1
478,39.23256339047747,54.194694286193375,33,1,0
479,28.07744610425372,48.132103992351105,95,2,1
480,30.73496595338156,30.75837299909432,78,1,0
481,32.39371722461543,60.08250630174157,16,1,0
482,26.36352661919433,39.39087670281852,32,5,0
483,30.688952002101587,84.49152585490829,46,3,1
484,29.607857798077504,60.82335629939683,51,2,0
485,37.52895026227472,61.49881263556771,79,4,0
486,16.136159508536448,44.844726261390704,92,4,0
487,22.024079739805757,23.639254638439525,8,3,0
488,38.76028710191397,22.222063576109203,32,2,0
489,37.25659459727291,49.63346009072383,59,4,0
490,26.391418819642823,25.91957646680665,92,4,0
491,30.50331494503842,62.479286887809735,76,5,0
492,21.934529574528316,81.66811039477602,20,1,0
493,19.703028993094033,81.80403715631056,57,4,0
494,26.592460123499556,66.13317870925627,84,2,0
495,23.833805700651318,34.78622820310517,68,3,0
496,29.5914027962718,80.40977819512105,9,5,0
497,16.94336592412462,82.02654047192456,5,2,1
498,39.35987019165417,33.76575094670711,12,5,1
499,39.65526861199007,71.61982600394741,64,1,0
500,32.45404285049363,40.05636842489861,19,4,0
501,28.40240915860301,76.18482186470507,56,2,0
502,22.738190407158193,89.80665299325219,45,3,0
503,35.344875492673715,22.101820373057496,7,1,0
504,32.11827931384698,82.81561060536524,9,1,0
505,19.065423483622283,63.584137351906065,72,5,0
506,37.77317961234606,88.13678334153748,66,1,0
507,35.56343107307923,52.550666226849934,10,2,0
508,38.7449978322981,79.31715513999616,11,5,0
509,33.142987709709004,24.367584801879406,9,1,0
510,30.33537989839475,43.4695335054807,24,3,0
511,25.456075907265472,24.6911576425847,48,2,0
512,38.31821208385033,88.27401934353493,48,3,1
513,36.65159723751021,77.18817350902857,88,3,0
514,16.130466752654733,79.67831948721793,10,5,0
515,15.6591743624313,85.6575662003726,61,4,0
516,24.41158417195124,25.957244028384974,35,5,0
517,35.26383326954583,46.99183147593334,38,2,0
518,39.68190323287361,24.972442233080148,52,2,0
519,18.760422277588205,34.755517108502005,89,5,0
520,29.853267883803376,36.055604392637065,77,4,0
521,24.52227141577554,52.83750477333051,55,5,0
522,39.24785994536508,38.79935172175498,0,2,0
523,36.05297307839272,27.068467477243274,55,4,0
524,35.958217617778445,31.72437623658754,3,2,1
525,26.717328994874258,30.309289448646364,29,4,0
526,25.37048755844163,88.11537585386088,11,4,0
527,21.835176798267657,73.15047548429315,34,5,0
528,16.409387416273177,87.74330256886934,76,5,0
529,36.61805940637633,50.7818340555536,51,5,0
530,35.32252522825194,39.48579371638596,30,4,0
531,39.992941832153264,75.88052380464308,86,4,0
532,39.91592092684763,42.837774262880274,67,2,0
533,28.885792640065688,40.956836159374376,51,3,0
534,34.22468537951276,36.275419454548185,79,5,0
535,38.619143247060705,29.077528475696475,6,2,0
536,36.24118476693529,37.952414271173616,21,2,0
537,21.18370254357994,44.87238239317214,92,1,0
538,26.263603382752336,67.17959457020113,74,5,0
539,18.228985378787375,24.37953895536161,55,2,1
540,38.85127568146806,34.73548577657401,96,1,0
541,30.154365861272,76.63165482041734,57,5,0
542,20.71607013758657,30.284534650863954,92,4,1
543,31.792517110146417,43.985160256576506,63,1,0
544,30.453206011447396,80.52612453006981,11,4,0
545,23.954067950821013,30.844771780040986,6,3,0
546,17.838939804990726,25.791578493273292,54,3,0
547,31.78932988981999,53.91765965560076,61,3,0
548,28.00769252259483,41.16936578949755,89,3,0
549,34.30795979339098,59.43858551386979,72,2,0
550,28.004087527799832,76.26634233384326,97,3,0
551,36.3045375079635,29.60039417069202,76,2,0
552,28.797670969362137,60.64893591879995,54,2,0
553,29.023449288384654,55.38561322729048,35,5,0
554,36.91634006645863,30.08551502092397,88,2,0
555,25.087071655309927,63.67989398702877,23,2,0
556,18.35038071126602,39.15482925025401,43,3,0
557,15.719566907833475,54.148402298080875,16,2,0
558,33.87843139184048,25.75906269939433,1,4,1
559,30.507738783836615,52.170884004953614,12,3,0
560,32.60199420248059,41.45244276299742,30,1,0
561,20.32410403772277,77.5666847829748,92,3,1
562,18.409286889669243,23.988510889815778,27,2,0
563,15.363616641697048,49.3025092442831,59,4,0
564,23.764688970164926,52.09019968920066,26,3,0
565,29.74794217136583,70.7504253409383,14,4,0
566,24.806101127493307,60.20013025631477,94,1,0
567,25.936873050593228,66.70486360359267,78,1,0
568,37.60396736234371,74.39344999562293,32,5,0
569,23.706386675582507,80.35420815607321,19,5,0
570,27.84973722899527,41.971284770572936,41,3,0
571,34.591325318528575,57.661589375473206,11,5,0
572,24.913569558031753,78.807565490744,100,4,0
573,30.552167505696836,89.26157916755395,72,5,0
574,36.55909271866863,82.26635177306342,22,4,0
575,38.738015591441055,46.00270838370638,71,5,0
576,18.67683702322595,33.66165620530553,95,5,0
577,38.16469062903736,54.25747761846121,13,5,0
578,27.302907326988453,71.91490162852295,90,2,0
579,21.45610970747396,54.47983495273083,24,2,0
580,26.478393905956533,53.82266043195679,76,5,0
